0_0;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M22;1

20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M23;1
20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M22;1
20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M23;1
20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M22;1
20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M23;1
20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M22;2
20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M23;2
20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M21;32775
20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M24;32803
20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M21;7
20161012_235047121;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161012_235047122;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M24;7
20161012_235047122;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M22;1
20161012_235047122;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161013_75054561;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M23;1
20161013_75054561;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M22;1
20161013_75054561;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M23;1
20161013_75054561;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M22;1
20161013_75054561;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M23;1
20161013_75054561;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M22;2
20161013_75054561;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M23;2
20161013_75054561;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M21;32775
20161013_75054561;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161013_75054562;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M24;32803
20161013_75054562;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M21;7
20161013_75054562;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M24;7
20161013_75054562;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M22;1
20161013_75054562;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161013_155131439;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M23;1
20161013_155131439;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161013_155131440;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M22;1
20161013_155131440;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M23;1
20161013_155131440;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M22;1
20161013_155131440;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M23;1
20161013_155131440;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M22;2
20161013_155131440;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M23;2
20161013_155131440;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M21;32775
20161013_155131440;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M24;32803
20161013_155131440;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M21;7
20161013_155131440;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161013_155131441;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M24;7
20161013_155131441;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M22;1
20161013_155131441;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161013_235158014;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M23;1
20161013_235158014;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M22;1
20161013_235158014;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M23;1
20161013_235158014;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M22;1
20161013_235158014;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M23;1
20161013_235158014;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M22;2
20161013_235158014;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M23;2
20161013_235158014;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M21;32775
20161013_235158014;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161013_235158031;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M24;32803
20161013_235158031;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M21;7
20161013_235158031;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M24;7
20161013_235158031;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M22;1
20161013_235158031;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161014_75351238;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M23;1
20161014_75351238;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M22;1
20161014_75351238;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M23;1
20161014_75351238;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M22;1
20161014_75351238;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M23;1
20161014_75351238;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M22;2
20161014_75351238;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M23;2
20161014_75351238;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M21;32775
20161014_75351238;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161014_75437738;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M24;32803
20161014_75437738;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M21;7
20161014_75437738;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M24;7
20161014_75437738;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161014_75437739;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M22;1
20161014_75437739;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161014_155510557;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M23;1
20161014_155510557;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M22;1
20161014_155510557;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M23;1
20161014_155510557;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M22;1
20161014_155510557;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M23;1
20161014_155510557;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M22;2
20161014_155510557;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M23;2
20161014_155510557;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M21;32775
20161014_155510557;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161014_155510574;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M24;32803
20161014_155510574;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M21;7
20161014_155510574;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M24;7
20161014_155510574;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M22;1
20161014_155510574;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161014_235519115;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M23;1
20161014_235519115;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M22;1
20161014_235519115;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M23;1
20161014_235519115;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M22;1
20161014_235519115;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M23;1
20161014_235519115;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M22;2
20161014_235519115;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M23;2
20161014_235519115;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M21;32775
20161014_235519115;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161014_235519117;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M24;32803
20161014_235519117;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M21;7
20161014_235519117;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M24;7
20161014_235519117;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M22;1
20161014_235519117;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161015_75607541;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M23;1
20161015_75607541;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M22;1
20161015_75607541;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M23;1
20161015_75607541;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M22;1
20161015_75607541;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161015_75607542;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M23;1
20161015_75607542;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M22;2
20161015_75607542;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M23;2
20161015_75607542;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M21;32775
20161015_75607542;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161015_75607559;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M24;32803
20161015_75607559;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M21;7
20161015_75607559;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161015_75607560;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M24;7
20161015_75607560;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M22;1
20161015_75607560;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161015_171508479;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M23;1
20161015_171508479;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M22;1
20161015_171508479;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M23;1
20161015_171508479;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M22;1
20161015_171508479;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteFerme_M23;1
20161015_171508479;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M22;2
20161015_171508479;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__PorteVisible_M23;2
20161015_171508479;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M21;32775
20161015_171508479;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161015_171508480;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Position_M24;32803
20161015_171508480;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M21;7
20161015_171508480;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161015_171508533;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__Vitesse_M24;7
20161015_171508533;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M22;1
20161015_171508533;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__aopp;1
20161016_11539588;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__FermeturePorte_M23;1
20161016_11539588;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M22;1
20161016_11539588;h;dbg;192.168.10.101;1;0;M11.LogiqueSecu.Algo_DonneesUtiles__OuverturePorte_M23;1
